Q_444	CASE_108	CASE	Pharmacology	For this 7-year-old patient with a Penicillin allergy, which antibiotic is contraindicated due to the risk of intrinsic tooth discoloration?		Clindamycin	Azithromycin	Cephalexin	Doxycycline	D	Why: Tetracyclines (like Doxycycline) bind to calcium and are incorporated into developing teeth/bones. They are contraindicated in children under 8 years old. Why not: Clindamycin or Azithromycin are appropriate alternatives for Penicillin allergy.	Pediatric,Contraindications,Tetracycline	
Q_445	CASE_108	CASE	Pharmacology	If Clindamycin is prescribed, the parent should be warned about which potential serious adverse reaction?		Red Man Syndrome	Pseudomembranous Colitis (C. difficile)	Tendon rupture	Ototoxicity	B	Why: Clindamycin carries a Black Box Warning for causing severe colitis due to Clostridioides difficile overgrowth. Why not: Red Man is Vancomycin. Tendon rupture is Fluoroquinolones.	Safety,Black Box Warning	
Q_446	CASE_109	CASE	Pharmacology	This patient has cardiovascular disease. What is the maximum recommended dose of Epinephrine for a cardiac patient?		0.018 mg	0.04 mg	0.2 mg	1.0 mg	B	Why: The cardiac dose is 0.04 mg of epinephrine, which equals approximately 2 cartridges of 1:100,000 epi. Why not: 0.2 mg is the healthy adult max (approx 11 carpules).	Local Anesthesia,Cardiac Dose	
Q_447	CASE_109	CASE	Pharmacology	If the dentist chooses Prilocaine (Citanest) instead to avoid epinephrine, what specific adverse reaction must be considered?		Malignant Hyperthermia	Methemoglobinemia	Liver failure	Kidney stones	B	Why: Prilocaine (and Benzocaine) metabolites can oxidize hemoglobin to methemoglobin, reducing the blood's oxygen-carrying capacity. Signs include cyanosis and chocolate-colored blood. Why not: Malignant Hyperthermia is triggered by general anesthetics/succinylcholine.	Local Anesthesia,Side Effects	
Q_448	CASE_110	CASE	Pharmacology	The patient is experiencing Anaphylaxis. What is the drug of choice and route of administration?		Diphenhydramine (Benadryl) orally	Epinephrine Intramuscularly (IM)	Nitroglycerin Sublingually	Albuterol Inhalation	B	Why: Epinephrine (IM into the vastus lateralis) is the only drug that reverses all signs of anaphylaxis (bronchoconstriction, vasodilation/hypotension). Why not: Benadryl is too slow and doesn't support blood pressure.	Emergency,Anaphylaxis	
Q_449		RAPID_FIRE	Pharmacology	Codeine is contraindicated in children under 12 years old due to the risk of respiratory depression from ultra-rapid metabolism.		TRUE	FALSE			A	Why: True. The FDA issued a Black Box Warning. Some children are CYP2D6 ultra-rapid metabolizers, converting Codeine to dangerous levels of Morphine. Why not: N/A	Pediatric,Opioids,FDA	
Q_450		RAPID_FIRE	Pharmacology	Bupivacaine is the only long-acting amide local anesthetic available in dental cartridges.		TRUE	FALSE			A	Why: True. It provides anesthesia for up to 8 hours, making it ideal for post-operative pain management. Why not: N/A	Local Anesthesia,Duration	
Q_451		RAPID_FIRE	Pharmacology	According to ADA guidelines, prophylactic antibiotics are recommended for all patients with prosthetic joint implants.		TRUE	FALSE			B	Why: False. The 2015 ADA guidelines state that prophylactic antibiotics are generally NOT recommended for prosthetic joint implants unless there is a specific history of complications. Why not: N/A	Antibiotics,Guidelines,Prophylaxis	
Q_452		RAPID_FIRE	Pharmacology	Lidocaine and Prilocaine are classified as Pregnancy Category B (safe), while Articaine is Category C.		TRUE	FALSE			A	Why: True. Lidocaine is the preferred anesthetic for pregnant patients. Why not: N/A	Pregnancy,Safety	
Q_453		RAPID_FIRE	Pharmacology	Medication-Related Osteonecrosis of the Jaw (MRONJ) is defined by exposed bone persisting for more than 2 weeks.		TRUE	FALSE			B	Why: False. The definition requires exposed bone persisting for more than 8 WEEKS. Why not: N/A	MRONJ,Definitions	
Q_454	CASE_111	CASE	Pharmacology	Which local anesthetic is classified as FDA Pregnancy Category B and is the safest choice for this patient?		Articaine	Bupivacaine	Lidocaine	Mepivacaine	C	Why: Lidocaine (and Prilocaine) are Category B. Articaine, Bupivacaine, and Mepivacaine are Category C (animal studies show risk, or no studies available). Lidocaine is the gold standard for pregnancy.	Pregnancy,Local Anesthesia,Safety	
Q_455	CASE_111	CASE	Pharmacology	Post-extraction, the patient requires analgesia. Given her asthma and pregnancy status, which drug is safest?		Ibuprofen 600mg	Aspirin 325mg	Acetaminophen 500mg	Naproxen 500mg	C	Why: Acetaminophen (Category B) is safe in all trimesters. NSAIDs (Ibuprofen/Naproxen) are contraindicated in the 3rd trimester (ductus arteriosus closure) and Aspirin is contraindicated in asthmatics (Samter's triad risk) and pregnancy.	Pregnancy,Analgesics,Asthma	
Q_456	CASE_111	CASE	Pharmacology	If an antibiotic were required, which of the following is contraindicated due to teratogenic effects on fetal bone and teeth?		Amoxicillin	Cephalexin	Clindamycin	Doxycycline	D	Why: Tetracyclines (Doxycycline) cross the placenta and chelate calcium, causing discoloration of deciduous teeth and inhibition of bone growth. Penicillins and Cephalosporins are Category B (safe).	Pregnancy,Antibiotics,Teratogen	
Q_457	CASE_112	CASE	Pharmacology	The patient requires a muscle relaxant for his trismus. Which common muscle relaxant is structurally related to Tricyclic Antidepressants (TCAs)?		Diazepam	Cyclobenzaprine (Flexeril)	Carisoprodol	Baclofen	B	Why: Cyclobenzaprine is structurally similar to TCAs (like Amitriptyline) and shares anticholinergic side effects (dry mouth, sedation). Why not: Diazepam is a Benzodiazepine.	Muscle Relaxants,Structure	
Q_458	CASE_112	CASE	Pharmacology	Given the patient's alcoholic cirrhosis, which analgesic precaution must be strictly followed?		Avoid all opioids	Limit Acetaminophen to < 2g/day or avoid completely	Use high-dose Ibuprofen instead	Prescribe Aspirin for blood thinning	B	Why: In liver disease, Acetaminophen metabolism is impaired, increasing the risk of hepatotoxicity. If used, the dose must be strictly limited (e.g., 2g max). NSAIDs are also risky due to bleeding varices. Why not: Opioids are cleared by the liver but can be used with caution (lower dose).	Liver Disease,Safety,Acetaminophen	
Q_459	CASE_112	CASE	Pharmacology	Because of his liver damage, the metabolism of amide local anesthetics (like Lidocaine) may be impaired. Which anesthetic is metabolized primarily in the blood plasma, making it safer?		Bupivacaine	Mepivacaine	Articaine	Prilocaine	C	Why: Articaine is an amide with an ester chain, allowing it to be metabolized by plasma esterases (90-95%) rather than relying solely on the liver. Why not: All other amides are liver-metabolized.	Local Anesthesia,Metabolism,Liver	
Q_460	CASE_113	CASE	Pharmacology	The patient is taking Bupropion (Zyban) for smoking cessation. This drug is also marketed as an antidepressant under the name:		Prozac	Wellbutrin	Zoloft	Paxil	B	Why: Bupropion is an atypical antidepressant (NDRI) sold as Wellbutrin. It reduces nicotine cravings. Why not: Prozac (Fluoxetine), Zoloft (Sertraline), and Paxil (Paroxetine) are SSRIs.	Smoking Cessation,Brand Names	
Q_461	CASE_113	CASE	Pharmacology	A specific contraindication for prescribing Bupropion is a history of:		Hypertension	Seizure disorder (Epilepsy)	Diabetes	Asthma	B	Why: Bupropion lowers the seizure threshold. It is strictly contraindicated in patients with epilepsy or eating disorders (bulimia/anorexia). Why not: It does not significantly affect asthma or diabetes.	Contraindications,Safety	
Q_462	CASE_113	CASE	Pharmacology	If the patient were using Varenicline (Chantix) instead, the mechanism of action would be:		Nicotine replacement	Partial agonist at nicotinic acetylcholine receptors	Dopamine reuptake inhibitor	Serotonin agonist	B	Why: Varenicline binds to the alpha-4-beta-2 nicotinic receptor as a partial agonist, reducing cravings and blocking the "reward" of smoking. Why not: Bupropion is a dopamine/NE reuptake inhibitor.	MOA,Smoking Cessation	
Q_463		RAPID_FIRE	Pharmacology	Phenytoin, Cyclosporine, and Calcium Channel Blockers (e.g., Nifedipine) are the "Big Three" drugs causing gingival hyperplasia.		TRUE	FALSE			A	Why: True. These drug classes are heavily associated with fibrous gingival overgrowth. Why not: N/A	Side Effects,Gingival Hyperplasia	
Q_464		RAPID_FIRE	Pharmacology	Cevimeline (Evoxac) is a cholinergic agonist indicated for the treatment of Sjogren's Syndrome (Xerostomia).		TRUE	FALSE			A	Why: True. It binds to M3 muscarinic receptors to stimulate saliva. Pilocarpine is the other option. Why not: N/A	Sjogren's,Xerostomia	
Q_465		RAPID_FIRE	Pharmacology	Alcohol combined with Metronidazole causes a Disulfiram-like reaction (severe nausea/vomiting).		TRUE	FALSE			A	Why: True. It inhibits aldehyde dehydrogenase. Patients must avoid alcohol for 72 hours after stopping the drug. Why not: N/A	Interactions,Metronidazole	
Q_466		RAPID_FIRE	Pharmacology	The lethal dose of fluoride for a typical 70kg adult is approximately 5-10 mg.		TRUE	FALSE			B	Why: False. The lethal dose is 5-10 GRAMS (32-64 mg/kg). 5-10 mg is a therapeutic topical application. Why not: N/A	Fluoride,Toxicology	
Q_467		RAPID_FIRE	Pharmacology	Nystatin oral suspension contains high amounts of sugar (sucrose), which can cause caries with long-term use.		TRUE	FALSE			A	Why: True. The suspension is roughly 50% sucrose to mask the taste. Diabetics and caries-prone patients should use vaginal tablets (dissolved orally) or rinses without sugar. Why not: N/A	Antifungals,Side Effects	
Q_468		RAPID_FIRE	Pharmacology	Stage 2 of General Anesthesia is known as the "Excitement" or "Delirium" stage and should be passed through rapidly.		TRUE	FALSE			A	Why: True. In this stage, the patient is unconscious but may thrash, vomit, or have irregular breathing. Goal is to get to Stage 3 (Surgical) quickly. Why not: N/A	Anesthesia,Stages	
Q_469		RAPID_FIRE	Pharmacology	Methotrexate is an antifolate drug used for Rheumatoid Arthritis that can cause oral mucositis.		TRUE	FALSE			A	Why: True. It targets rapidly dividing cells. Ulceration/mucositis is a sign of toxicity. Why not: N/A	Side Effects,Rheumatology	
Q_470		RAPID_FIRE	Pharmacology	Clavulanic Acid is added to Amoxicillin (Augmentin) to extend its spectrum by inhibiting bacterial DNA gyrase.		TRUE	FALSE			B	Why: False. Clavulanic acid inhibits Beta-Lactamase (the enzyme bacteria use to destroy penicillin). It does NOT kill bacteria itself or affect DNA gyrase. Why not: N/A	Antibiotics,MOA	
Q_471		RAPID_FIRE	Pharmacology	Nitrous Oxide is a respiratory depressant and is contraindicated in patients with severe COPD.		TRUE	FALSE			A	Why: True. N2O accumulates in air spaces and can suppress the hypoxic drive in severe COPD retainers. Why not: N/A	Nitrous Oxide,Contraindications	
Q_472		RAPID_FIRE	Pharmacology	Aspirin hypersensitivity is often seen in patients with nasal polyps and asthma (Samter's Triad).		TRUE	FALSE			A	Why: True. 10% of asthmatics have this triad. NSAIDs can trigger life-threatening bronchospasm. Why not: N/A	Allergy,Respiratory	
Q_473	CASE_114	CASE	Pharmacology	The child's symptoms (nausea, hypersalivation) suggest acute fluoride toxicity. The "Probably Toxic Dose" (PTD) of fluoride is defined as:		1 mg/kg	5 mg/kg	15 mg/kg	32 mg/kg	B	Why: The PTD is 5 mg/kg. At this dose, immediate therapeutic intervention (hospitalization/emesis) is required. The Certainly Lethal Dose (CLD) is 32-64 mg/kg. Why not: 1 mg/kg is sub-toxic. 15 mg/kg is approaching lethal.	Fluoride,Toxicology,Pediatric	
Q_474	CASE_114	CASE	Pharmacology	If the ingested dose is estimated to be below the PTD (<5 mg/kg), the recommended immediate home management is:		Induce vomiting with Ipecac	Administer a calcium-binding agent (Milk, Antacids)	Administer 100% Oxygen	Dialysis	B	Why: Calcium binds to fluoride in the stomach to form Calcium Fluoride (CaF2), which is insoluble and poorly absorbed, preventing systemic toxicity. Why not: Vomiting is for higher doses. Ipecac is no longer recommended.	Fluoride,Emergency,Antidote	
Q_475	CASE_114	CASE	Pharmacology	Fluoride toxicity causes death primarily through which physiological mechanism?		Respiratory depression	Cardiac failure (arrhythmia) due to hypocalcemia and hyperkalemia	Liver failure	Renal failure	B	Why: Fluoride binds serum calcium (Hypocalcemia) and interferes with potassium channels (Hyperkalemia), leading to fatal cardiac arrhythmias and arrest. Why not: Respiratory depression occurs in opioid overdose.	Fluoride,Pathology,Mechanism	
Q_476	CASE_115	CASE	Pharmacology	The dentist prescribes an antifungal. Given the patient is on Warfarin, which systemic antifungal is CONTRAINDICATED due to a severe drug interaction?		Nystatin	Fluconazole (Diflucan)	Clotrimazole	Amphotericin B	B	Why: Fluconazole is a strong inhibitor of CYP2C9, the enzyme that metabolizes Warfarin. Taking it can dramatically increase INR and cause fatal bleeding. Why not: Nystatin and Clotrimazole are topical and not significantly absorbed.	Interactions,Warfarin,Antifungals	
Q_477	CASE_115	CASE	Pharmacology	The most appropriate initial treatment for this patient's Denture Stomatitis (assuming she cannot take systemic azoles) is:		Nystatin Oral Suspension	Nystatin Topical Powder/Cream applied to denture	Acyclovir	Antibiotics	B	Why: Applying Nystatin powder or cream inside the denture treats the infected tissue and the reservoir in the denture base directly with minimal systemic absorption. Suspension is high in sugar (caries risk if she had teeth, though she is edentulous, contact time is better with cream). Why not: Acyclovir is antiviral. Antibiotics worsen fungal infections.	Treatment,Antifungals	
Q_478	CASE_115	CASE	Pharmacology	Nystatin belongs to the Polyene class of antifungals. Its mechanism of action involves:		Inhibiting DNA synthesis	Binding to Ergosterol and forming pores in the membrane	Inhibiting 14-alpha-demethylase	Inhibiting microtubules	B	Why: Polyenes (Nystatin) bind Ergosterol (the fungal cholesterol) and punch holes in the cell membrane (pores), causing leakage. Why not: Azoles (Fluconazole) inhibit 14-alpha-demethylase.	MOA,Antifungals	
Q_479	CASE_116	CASE	Pharmacology	The patient takes St. John's Wort. This herbal supplement is a potent inducer of CYP3A4, which can lead to:		Increased sedation with benzodiazepines	Reduced efficacy of substrates (e.g., Oral Contraceptives, Cyclosporine)	Gingival Hyperplasia	Severe bleeding	B	Why: CYP induction speeds up the metabolism of other drugs, clearing them from the body too fast and rendering them ineffective (Therapeutic failure). Why not: It would REDUCE sedation of benzos metabolized by CYP3A4 (like Midazolam/Triazolam).	Herbals,Interactions,CYP450	
Q_480	CASE_116	CASE	Pharmacology	Kava Kava and Valerian Root are used for anxiety. Combining them with Benzodiazepines or Opioids carries a risk of:		Hypertensive crisis	Additive CNS depression	Serotonin Syndrome	Liver failure	B	Why: These herbs have sedative properties. Combining them with other CNS depressants (Benzos, Opioids, Alcohol) can cause excessive sedation and respiratory depression. Why not: St John's Wort + SSRI causes Serotonin Syndrome.	Herbals,Interactions,Sedation	
